question_id,language,is_answered,tags,title,answer_count,creation_date,score,link,view_count,user_id,reputation,user_type,display_name
39694175,mysql,False,mysql,mysql Row aggregation with datetime column,0,1474859501,0,http://stackoverflow.com/questions/39694175/mysql-row-aggregation-with-datetime-column,19,6880017,1,registered,srini
39742267,mysql,False,php|mysql|yii|campaign-monitor,Insert all database values of column into array,0,1475052208,0,http://stackoverflow.com/questions/39742267/insert-all-database-values-of-column-into-array,35,2195432,350,registered,Alex
39741855,mysql,False,c#|mysql|database|datetime|formatting,*SOLVED* Selecting SQL DateTime with C# DateTime variable,1,1475050927,-1,http://stackoverflow.com/questions/39741855/solved-selecting-sql-datetime-with-c-datetime-variable,23,3412672,1,registered,Sprouze
39742178,mysql,False,mysql|woocommerce,Woocommerce - If product is &quot;simple&quot; from specific categories then set it &quot;out of stock&quot;,0,1475051943,0,http://stackoverflow.com/questions/39742178/woocommerce-if-product-is-simple-from-specific-categories-then-set-it-out-o,10,6892513,1,registered,cbrlouce
39742095,mysql,True,php|mysql|sql,Getting categories from table if there&#39;s any service binded to the category id in another table,1,1475051684,0,http://stackoverflow.com/questions/39742095/getting-categories-from-table-if-theres-any-service-binded-to-the-category-id-i,11,5636635,9,registered,logiacer
39741804,mysql,True,php|mysql,Strange behavior when SELECT some special characters in MySQL,1,1475050803,1,http://stackoverflow.com/questions/39741804/strange-behavior-when-select-some-special-characters-in-mysql,21,3019772,3334,registered,vitozev
39740460,mysql,True,mysql,MySQL select group by clause not working,1,1475046815,0,http://stackoverflow.com/questions/39740460/mysql-select-group-by-clause-not-working,25,6602073,37,registered,tapaljor
32173242,mysql,True,php|mysql|apache|xampp,Conflicting ports of mySQL and XAMPP,3,1440379114,1,http://stackoverflow.com/questions/32173242/conflicting-ports-of-mysql-and-xampp,878,5258400,6,registered,Inflicted
39741638,mysql,False,mysql|jdbc|clojure|clojurescript,pass date from clojure server to cljs frontend via transit format,0,1475050321,0,http://stackoverflow.com/questions/39741638/pass-date-from-clojure-server-to-cljs-frontend-via-transit-format,22,4896150,1618,registered,Anton Harald
39741282,mysql,True,php|mysql|character-encoding,What is the right way to work with utf8 charset when programming in PHP (using MySQL)?,1,1475049212,0,http://stackoverflow.com/questions/39741282/what-is-the-right-way-to-work-with-utf8-charset-when-programming-in-php-using-m,42,4359797,23,registered,suspicious
39659147,mysql,True,mysql|transactions|locking|innodb|rowlocking,FOR UPDATE doesn&#39;t seem to lock the row in MySql InnoDB,1,1474628461,0,http://stackoverflow.com/questions/39659147/for-update-doesnt-seem-to-lock-the-row-in-mysql-innodb,18,4340685,167,registered,Force Hero
39739511,mysql,True,php|mysql,replace the column values,2,1475043953,0,http://stackoverflow.com/questions/39739511/replace-the-column-values,31,6662366,6,registered,Explorer
39741455,mysql,False,php|mysql|twitter,How to make mysql to support twitter emoji(utf8mb4),0,1475049708,0,http://stackoverflow.com/questions/39741455/how-to-make-mysql-to-support-twitter-emojiutf8mb4,8,5590238,6,registered,ChairOfOnbi
11649092,mysql,True,mysql|foreign-keys|alter-table,MySQL Drop foreign key Error 152,3,1343217288,9,http://stackoverflow.com/questions/11649092/mysql-drop-foreign-key-error-152,14550,475624,2266,registered,xylar
39740570,mysql,False,python|mysql|django|mysql-workbench|mysql-python,Django python server &quot;Can&#39;t connect to MySQL server on &#39;127. 0.0.1&#39; (10061)&quot; while it was able to connect yesterday?,2,1475047135,-1,http://stackoverflow.com/questions/39740570/django-python-server-cant-connect-to-mysql-server-on-127-0-0-1-10061-whi,32,5132238,36,registered,Deepak Mp
39736173,mysql,False,php|mysql|symfony2|doctrine2|pagination,Doctrine Paginator selects entire table (very slow)?,0,1475021772,2,http://stackoverflow.com/questions/39736173/doctrine-paginator-selects-entire-table-very-slow,29,500343,516,registered,CaptainStiggz
39740364,mysql,True,php|mysql|date,Search between 2 dates with different format,2,1475046548,0,http://stackoverflow.com/questions/39740364/search-between-2-dates-with-different-format,46,6733678,54,registered,mhmd
39740406,mysql,True,mysql,How to force MySQL/InnoDB index on term LIKE %...%,1,1475046654,1,http://stackoverflow.com/questions/39740406/how-to-force-mysql-innodb-index-on-term-like,13,1065145,3057,registered,Denis Kulagin
39740889,mysql,False,mysql|node.js|login|electron|passport,Login and signup in Electron and MySQL. Sending POST requests with Electron. Routing,0,1475048023,0,http://stackoverflow.com/questions/39740889/login-and-signup-in-electron-and-mysql-sending-post-requests-with-electron-rou,15,5174925,16,registered,Ria
39739714,mysql,True,php|mysql,insert data not working php mysql,4,1475044572,-4,http://stackoverflow.com/questions/39739714/insert-data-not-working-php-mysql,48,6891884,1,registered,CJ Dela Cruz
39738972,mysql,False,php|mysql|arrays|sorting,How to sort the mysql result array in descending order on the bases of date column in php?,4,1475041824,1,http://stackoverflow.com/questions/39738972/how-to-sort-the-mysql-result-array-in-descending-order-on-the-bases-of-date-colu,41,3611036,222,registered,Rana Aalamgeer
31204831,mysql,True,mysql,PHP PDO: Insert working without attributes,1,1435920097,-1,http://stackoverflow.com/questions/31204831/php-pdo-insert-working-without-attributes,31,1075708,956,registered,Stumbler
39740571,mysql,False,javascript|php|mysql|google-maps,initialize google maps to my location user,0,1475047135,-3,http://stackoverflow.com/questions/39740571/initialize-google-maps-to-my-location-user,36,6892017,1,registered,John
39739771,mysql,False,php|android|mysql|httpurlconnection,I&#39;m unable to update my data that is longitude and latitude in my Android app,0,1475044756,0,http://stackoverflow.com/questions/39739771/im-unable-to-update-my-data-that-is-longitude-and-latitude-in-my-android-app,19,6407347,11,registered,Nikhil Bansode
39740286,mysql,True,php|mysql,How to close Mysql connection,2,1475046327,-1,http://stackoverflow.com/questions/39740286/how-to-close-mysql-connection,41,6644067,2,registered,Suresh s.p
39740499,mysql,False,mysql|cakephp,How to fix sql injection on cakephp 1.3,0,1475046891,-2,http://stackoverflow.com/questions/39740499/how-to-fix-sql-injection-on-cakephp-1-3,16,6891252,1,registered,phuong dung
39740036,mysql,True,php|mysql|laravel|laravel-5,Convert SQL query SELECT SUM into laravel 5,2,1475045638,-1,http://stackoverflow.com/questions/39740036/convert-sql-query-select-sum-into-laravel-5,22,6891954,1,registered,arbong
39737398,mysql,True,python|mysql|csv,Import multiple CSV fields into one MySQL field,2,1475032134,1,http://stackoverflow.com/questions/39737398/import-multiple-csv-fields-into-one-mysql-field,23,3804623,15,registered,user3804623
39740163,mysql,False,mysql|web-applications|extensibility|ifttt,What technologies are available for a drag &amp; drop web app?,0,1475045980,-2,http://stackoverflow.com/questions/39740163/what-technologies-are-available-for-a-drag-drop-web-app,12,3931975,59,registered,NoMoreErrors
39677217,mysql,False,mysql,Querying a large table using mysql,1,1474725937,0,http://stackoverflow.com/questions/39677217/querying-a-large-table-using-mysql,30,3717587,1,registered,Chris Grech
39738900,mysql,True,mysql|sql,Optimize a query with MySQL in repeated,3,1475041463,0,http://stackoverflow.com/questions/39738900/optimize-a-query-with-mysql-in-repeated,37,6873608,66,registered,Mr. Joel
39739029,mysql,False,python|mysql|django|validation|django-models,Followup : missing required Charfield in django Modelform is saved as empty string and do not raise an error,2,1475042077,3,http://stackoverflow.com/questions/39739029/followup-missing-required-charfield-in-django-modelform-is-saved-as-empty-stri,29,6884956,16,registered,clapiotte
18358867,mysql,True,mysql|phpmyadmin|xampp,PhpMyAdmin Error: Mismatch Token,6,1377091965,4,http://stackoverflow.com/questions/18358867/phpmyadmin-error-mismatch-token,28052,1006108,41,registered,Lucas JD
76065,mysql,True,mysql|variables|scripting,How do I pass a variable to a mysql script?,3,1221593734,18,http://stackoverflow.com/questions/76065/how-do-i-pass-a-variable-to-a-mysql-script,13761,13519,93,registered,Tom Burke
39700330,mysql,True,mysql|database|performance|indexing|partitioning,Handling very large data with mysql,2,1474885418,0,http://stackoverflow.com/questions/39700330/handling-very-large-data-with-mysql,31,2312801,574,registered,mOna
6849393,mysql,True,mysql|insert|foreign-keys|ignore,MySQL&#39;s INSERT IGNORE INTO &amp; foreign keys,5,1311791574,27,http://stackoverflow.com/questions/6849393/mysqls-insert-ignore-into-foreign-keys,16189,866082,2000,registered,Mehran
39739226,mysql,False,mysql|odata,How to convert SQL query to OData query?,0,1475042918,0,http://stackoverflow.com/questions/39739226/how-to-convert-sql-query-to-odata-query,17,6847530,4,registered,Vinci
39739528,mysql,False,mysql|perl|dbi,Migration perl dbi script leading DBD::mysql::st execute failed: MySQL server has gone away at,0,1475044017,0,http://stackoverflow.com/questions/39739528/migration-perl-dbi-script-leading-dbdmysqlst-execute-failed-mysql-server-ha,23,6012665,3,registered,Wini
39739517,mysql,True,mysql,Syntax error in MySQL THEN trigger,1,1475043974,0,http://stackoverflow.com/questions/39739517/syntax-error-in-mysql-then-trigger,27,4654055,62,registered,NicklasN
39719329,mysql,False,mysql|stored-procedures,Create procedure in mysql to create each select query,1,1474963493,0,http://stackoverflow.com/questions/39719329/create-procedure-in-mysql-to-create-each-select-query,51,4452417,536,registered,Fadly Dzil
39725565,mysql,True,php|mysql,Insert MYSQL PHP into database,3,1474981832,-1,http://stackoverflow.com/questions/39725565/insert-mysql-php-into-database,57,4011900,16,registered,Vegard Berg
39739037,mysql,False,php|html|mysql,how to export html table from query result to docx in php,1,1475042108,0,http://stackoverflow.com/questions/39739037/how-to-export-html-table-from-query-result-to-docx-in-php,24,4989052,131,registered,roger nm
39510457,mysql,False,php|mysql|vtiger|vtigercrm,Vtiger CRM 6.4.0 - Issues when configuring Mail Manager,1,1473940650,1,http://stackoverflow.com/questions/39510457/vtiger-crm-6-4-0-issues-when-configuring-mail-manager,30,6835074,6,registered,PHP007
39739369,mysql,False,mysql|quickbooks|invoice,Quickbooks API Invoice query to get records that are Open,0,1475043482,0,http://stackoverflow.com/questions/39739369/quickbooks-api-invoice-query-to-get-records-that-are-open,4,5421453,1,registered,Bakhtawar Khan
39738004,mysql,True,php|mysql|laravel|pagination,Laravel Paginate usage with DB::raw query,1,1475036562,0,http://stackoverflow.com/questions/39738004/laravel-paginate-usage-with-dbraw-query,23,2062703,5,registered,Junaid Shah
39738715,mysql,True,php|mysql,"How to insert in to table $_POST[&#39;password&#39;]_hash(&quot;astkhlo&quot;, PASSWORD_DEFAULT)",3,1475040512,-2,http://stackoverflow.com/questions/39738715/how-to-insert-in-to-table-postpassword-hashastkhlo-password-default,52,6819824,6,registered,Davam
39739207,mysql,False,php|mysql,Query Taking a lot of time to execute,0,1475042840,1,http://stackoverflow.com/questions/39739207/query-taking-a-lot-of-time-to-execute,54,4353897,320,registered,Aneeez
39738768,mysql,False,php|mysql|laravel-5.2,how to insert multi select drop down data into the database in laravel 5.2,1,1475040802,0,http://stackoverflow.com/questions/39738768/how-to-insert-multi-select-drop-down-data-into-the-database-in-laravel-5-2,22,6328822,48,registered,Rahul Vp
39734611,mysql,False,php|mysql|paypal|listener|paypal-ipn,Paypal IPN listener not sending mysql insert statement,1,1475011800,1,http://stackoverflow.com/questions/39734611/paypal-ipn-listener-not-sending-mysql-insert-statement,12,6890357,6,registered,James Moran
39714214,mysql,False,python|mysql|django,missing required Charfield in django is saved as empty string and do not raise an error,2,1474935311,0,http://stackoverflow.com/questions/39714214/missing-required-charfield-in-django-is-saved-as-empty-string-and-do-not-raise-a,45,6884956,16,registered,clapiotte
39738893,mysql,True,php|mysql|drupal-7,closing bracket expected&quot; when creating table in mysql?,1,1475041425,0,http://stackoverflow.com/questions/39738893/closing-bracket-expected-when-creating-table-in-mysql,22,5821013,59,registered,Sumit Aggarwal
39738158,mysql,False,php|html|mysql|laravel|eloquent,laravel - multi upload and save different filename to database,2,1475037487,-1,http://stackoverflow.com/questions/39738158/laravel-multi-upload-and-save-different-filename-to-database,32,6891444,1,registered,sky
39738288,mysql,True,java|php|android|mysql|json,Android registration and login app error,1,1475038285,1,http://stackoverflow.com/questions/39738288/android-registration-and-login-app-error,27,2125673,47,registered,user2125673
39738594,mysql,False,mysql|sql|alter,how to drop a column if exists in mysql?,1,1475039933,0,http://stackoverflow.com/questions/39738594/how-to-drop-a-column-if-exists-in-mysql,42,5083828,44,registered,IvanCloud
39671322,mysql,True,python|mysql|pandas|data-manipulation,Subtracting the rows of a column from the preceding rows in a python pandas dataframe,1,1474677112,0,http://stackoverflow.com/questions/39671322/subtracting-the-rows-of-a-column-from-the-preceding-rows-in-a-python-pandas-data,43,4936409,134,registered,bhjghjh
14098222,mysql,True,mysql,Pass parameters to sql script,4,1356934857,5,http://stackoverflow.com/questions/14098222/pass-parameters-to-sql-script,13145,1662829,86,registered,decapo
39691031,mysql,False,php|mysql,Php : The data is not recorded in the table,0,1474832312,-1,http://stackoverflow.com/questions/39691031/php-the-data-is-not-recorded-in-the-table,26,6685488,1,registered,Joseph Ali
35889077,mysql,False,mysql|sql|database|slice,how to update table in silex (PHP micro-framework)?,1,1457519603,0,http://stackoverflow.com/questions/35889077/how-to-update-table-in-silex-php-micro-framework,79,6037934,1,registered,Pro
39738211,mysql,False,php|android|mysql,How to store details of dynamically generated check boxes in mysql,1,1475037816,1,http://stackoverflow.com/questions/39738211/how-to-store-details-of-dynamically-generated-check-boxes-in-mysql,30,6761346,6,registered,bindhu
39736232,mysql,False,mysql|sql,MySql UPDATE 3 Tables with INNER JOIN with Table 4 - all in one Query,0,1475022281,0,http://stackoverflow.com/questions/39736232/mysql-update-3-tables-with-inner-join-with-table-4-all-in-one-query,19,4910154,141,registered,grizzly
39738145,mysql,True,php|mysql|angularjs|charts,how to create a chart in angularjs with database data?,1,1475037434,2,http://stackoverflow.com/questions/39738145/how-to-create-a-chart-in-angularjs-with-database-data,19,6607255,137,registered,Krish Patel
27752993,mysql,True,mysql|sql|select,mysql select statement with multiple where/conditions,5,1420272958,3,http://stackoverflow.com/questions/27752993/mysql-select-statement-with-multiple-where-conditions,103,2619658,1277,registered,Kaya Toast
39737550,mysql,True,mysql|sql,mysql select records with sum of two column less than a column,2,1475033386,2,http://stackoverflow.com/questions/39737550/mysql-select-records-with-sum-of-two-column-less-than-a-column,14,6643292,44,registered,gaurav
39736278,mysql,False,mysql|sql,"Facebook like chat, displaying the wrong user picture who I have conversation with",0,1475022780,0,http://stackoverflow.com/questions/39736278/facebook-like-chat-displaying-the-wrong-user-picture-who-i-have-conversation-wi,23,2565853,8,registered,user2565853
39738045,mysql,True,php|mysql,Warning: mysql_fetch_row() expects parameter 1,2,1475036795,-2,http://stackoverflow.com/questions/39738045/warning-mysql-fetch-row-expects-parameter-1,26,6891436,1,registered,Ted
39636749,mysql,False,php|mysql|drupal|drupal-8,Drupal 8 updating/synchronize database from dev to production,2,1474540610,0,http://stackoverflow.com/questions/39636749/drupal-8-updating-synchronize-database-from-dev-to-production,18,3987354,889,registered,Daimos
39737838,mysql,True,mysql,Sort search results based on sub string position,1,1475035335,2,http://stackoverflow.com/questions/39737838/sort-search-results-based-on-sub-string-position,20,877819,6573,registered,Olga Real
39735885,mysql,False,php|mysql|sql|wordpress,How to get user ID on the registration and add in to a wordpress table,0,1475019419,2,http://stackoverflow.com/questions/39735885/how-to-get-user-id-on-the-registration-and-add-in-to-a-wordpress-table,31,6563894,28,registered,mesumosu
39737563,mysql,False,php|mysql,error:-&gt; Fatal error: Uncaught Error: Call to undefined function mysql_connect(),0,1475033446,-3,http://stackoverflow.com/questions/39737563/error-fatal-error-uncaught-error-call-to-undefined-function-mysql-connect,12,6891268,1,registered,Ronak Ganatra
39736825,mysql,False,php|html|mysql,php &amp; html | failed to load html file,0,1475027573,-6,http://stackoverflow.com/questions/39736825/php-html-failed-to-load-html-file,32,6890962,1,registered,Phuong
39737573,mysql,False,javascript|php|mysql|ajax,Update database using onclick event with Ajax,1,1475033496,0,http://stackoverflow.com/questions/39737573/update-database-using-onclick-event-with-ajax,34,5934397,9,registered,Student
39737822,mysql,False,mysql|database|database-design,Need best practice for MYSQL database schema to store player ACTIVE items/equipment (game) as well as maintaining efficiency,0,1475035259,0,http://stackoverflow.com/questions/39737822/need-best-practice-for-mysql-database-schema-to-store-player-active-items-equipm,14,6891118,1,registered,FromThe6ix
39737737,mysql,False,mysql|vagrant|provisioning-profile,Provision shell script for mysql install is failing in Vagrant,0,1475034679,0,http://stackoverflow.com/questions/39737737/provision-shell-script-for-mysql-install-is-failing-in-vagrant,15,2279940,82,registered,TA3
39737634,mysql,False,c#|mysql|sql,MySqlException was unhandled,0,1475034012,-3,http://stackoverflow.com/questions/39737634/mysqlexception-was-unhandled,23,6891303,1,registered,Jhoevett Senia
39699309,mysql,False,mysql|ubuntu-16.04|emma,cannot connect to mysql server through socket &#39;var run mysqld mysqld.sock on Ubuntu (Emma),1,1474882519,0,http://stackoverflow.com/questions/39699309/cannot-connect-to-mysql-server-through-socket-var-run-mysqld-mysqld-sock-on-ubu,21,6192650,30,registered,udayakumarb
39737713,mysql,False,php|mysql|sql|excel,Replace date format while importing excel into mysql with php,0,1475034555,-2,http://stackoverflow.com/questions/39737713/replace-date-format-while-importing-excel-into-mysql-with-php,15,6891317,1,registered,muhammad nasir
39737396,mysql,True,mysql|sql|date|mysql-5.7,MySQL 5.7 date field trouble,1,1475032126,2,http://stackoverflow.com/questions/39737396/mysql-5-7-date-field-trouble,24,2658530,541,registered,renevillegasr
39737396,mysql,True,mysql|sql|date|mysql-5.7,MySQL 5.7 date field trouble,1,1475032126,2,http://stackoverflow.com/questions/39737396/mysql-5-7-date-field-trouble,24,2658530,541,registered,renevillegasr
39733168,mysql,False,php|mysql|pdo,PHP SQL Error In Foreach Loops,0,1475005815,-2,http://stackoverflow.com/questions/39733168/php-sql-error-in-foreach-loops,25,3177783,1,registered,Kymetica
39736768,mysql,True,php|mysql,"my program is to post to mysql database. I am having issues, and I have tried for hours to determine where I am wrong",2,1475027292,-1,http://stackoverflow.com/questions/39736768/my-program-is-to-post-to-mysql-database-i-am-having-issues-and-i-have-tried-fo,25,3326250,1,registered,taylor15
39736032,mysql,False,php|jquery|mysql|ajax,How to create interdependant dropdown form selectors within PHP?,0,1475020554,-2,http://stackoverflow.com/questions/39736032/how-to-create-interdependant-dropdown-form-selectors-within-php,31,1092677,656,registered,inspirednz
14764080,mysql,True,mysql|csv,error 1265. Data truncated for column when trying to load data from txt file,2,1360285391,4,http://stackoverflow.com/questions/14764080/error-1265-data-truncated-for-column-when-trying-to-load-data-from-txt-file,40728,1824969,407,registered,Andrey
39649063,mysql,False,php|mysql|mamp|multiple-versions,Multiple MySQL versions in MAMP Pro?,1,1474579286,0,http://stackoverflow.com/questions/39649063/multiple-mysql-versions-in-mamp-pro,18,3807068,1,registered,Visco Design
39736903,mysql,True,mysql,Combining multiple compound mysql statements,1,1475028242,0,http://stackoverflow.com/questions/39736903/combining-multiple-compound-mysql-statements,15,597390,336,registered,Bruce
26050744,mysql,False,php|mysql|ios|security|website,Securely transfer data between iOS -&gt; php -&gt; mySQL,3,1411695603,0,http://stackoverflow.com/questions/26050744/securely-transfer-data-between-ios-php-mysql,205,3016226,76,registered,user3016226
39736490,mysql,True,php|mysql|arrays|json|mysqli,how to only insert an as many items are in my array with php to mysql from json,1,1475024734,0,http://stackoverflow.com/questions/39736490/how-to-only-insert-an-as-many-items-are-in-my-array-with-php-to-mysql-from-json,22,1989037,13,registered,Joshua Miller
39736516,mysql,True,php|mysql|mysqli|connect,mysqli_connect and a bad host name - weird behavior,1,1475024986,0,http://stackoverflow.com/questions/39736516/mysqli-connect-and-a-bad-host-name-weird-behavior,29,1965679,36,registered,Growling Flea
3090302,mysql,True,python|mysql|database|django,"In Django, how do I objects.get, but return None when nothing is found?",14,1277181522,62,http://stackoverflow.com/questions/3090302/in-django-how-do-i-objects-get-but-return-none-when-nothing-is-found,41441,179736,40127,registered,TIMEX
35901319,mysql,True,mysql|rest|ssh|slashdb,SlashDB connection string for MySQL over SSH,1,1457553176,1,http://stackoverflow.com/questions/35901319/slashdb-connection-string-for-mysql-over-ssh,32,3604745,8103,registered,Hack-R
39583881,mysql,False,mysql|dynamic|crosstab,My SQL dynamic Crosstab,0,1474330559,0,http://stackoverflow.com/questions/39583881/my-sql-dynamic-crosstab,20,2708218,1,registered,Gerry Mac
39736361,mysql,False,php|jquery|mysql,getting an id of the button when button in mulitple arrays is clicked,0,1475023579,0,http://stackoverflow.com/questions/39736361/getting-an-id-of-the-button-when-button-in-mulitple-arrays-is-clicked,23,6580444,1,registered,Madhi
39736403,mysql,False,mysql|python-2.7|python-multiprocessing,cursor can&#39;t fetch the updated result with using multiprocessing in python,0,1475023901,0,http://stackoverflow.com/questions/39736403/cursor-cant-fetch-the-updated-result-with-using-multiprocessing-in-python,11,4938928,1,registered,Pooh
30799615,mysql,False,mysql|sql|stored-procedures|mysql-workbench,Use is not valid input at this position MySQL Workbench,1,1434101037,1,http://stackoverflow.com/questions/30799615/use-is-not-valid-input-at-this-position-mysql-workbench,8035,5002331,46,registered,Sarah
39736270,mysql,False,php|mysql|sql,Can i create a trading platform using PHP and SQL?,0,1475022701,-4,http://stackoverflow.com/questions/39736270/can-i-create-a-trading-platform-using-php-and-sql,18,3923621,1,registered,zenarthra
39721673,mysql,False,php|mysql|symfony2|doctrine2,Doctrine/Symfony query builder add select on left join,0,1474970307,0,http://stackoverflow.com/questions/39721673/doctrine-symfony-query-builder-add-select-on-left-join,25,500343,516,registered,CaptainStiggz
39735441,mysql,True,mysql|precision|sqldatatypes,How do I properly insert latitude &amp; longitude coordinates into mySQL float?,3,1475016117,0,http://stackoverflow.com/questions/39735441/how-do-i-properly-insert-latitude-longitude-coordinates-into-mysql-float,19,1996496,301,registered,user1996496
39735445,mysql,False,java|mysql|ajax,Get inputText value into String,1,1475016140,0,http://stackoverflow.com/questions/39735445/get-inputtext-value-into-string,30,3896565,1,registered,Mauricio Jose Albanese Domingu
33497835,mysql,True,c#|mysql|sql|.net|database,Fastest way to insert many rows,5,1446549611,6,http://stackoverflow.com/questions/33497835/fastest-way-to-insert-many-rows,320,856132,2842,registered,Dot NET
39725113,mysql,False,php|mysql|sorting|order|group,MySQL ORDER BY DESC on GROUP BY not Working,7,1474980437,2,http://stackoverflow.com/questions/39725113/mysql-order-by-desc-on-group-by-not-working,75,6320727,11,registered,RenatoCv
39735803,mysql,True,python|mysql|django,How can I filter exported tickets from database using Django?,2,1475018755,0,http://stackoverflow.com/questions/39735803/how-can-i-filter-exported-tickets-from-database-using-django,15,6599224,19,registered,Viral Joshi
39717541,mysql,True,mysql,Adding sum from 2 different tables,2,1474957864,3,http://stackoverflow.com/questions/39717541/adding-sum-from-2-different-tables,51,6622844,48,registered,Dan
39735623,mysql,True,mysql|stored-procedures|mariadb,Any reason not to put stored procs independent of specific database in mysql&#39;s mysql database?,1,1475017324,0,http://stackoverflow.com/questions/39735623/any-reason-not-to-put-stored-procs-independent-of-specific-database-in-mysqls-m,18,1902689,380,registered,user1902689
39730377,mysql,False,php|mysql|phpmyadmin,Deleting records from MySQL inside foreach loop - PHP,1,1474995409,0,http://stackoverflow.com/questions/39730377/deleting-records-from-mysql-inside-foreach-loop-php,52,3220887,309,registered,Hail Hydra
39697022,mysql,False,mysql|innodb,"how to prevent &quot;note : Table does not support optimize, doing recreate + analyze instead&quot;",1,1474874984,0,http://stackoverflow.com/questions/39697022/how-to-prevent-note-table-does-not-support-optimize-doing-recreate-analyze,18,209368,627,registered,mmoossen
39735639,mysql,False,php|mysql,MySQL query doesnt work as it should,0,1475017441,0,http://stackoverflow.com/questions/39735639/mysql-query-doesnt-work-as-it-should,42,6890575,6,registered,J. Doe
39710322,mysql,True,mysql,MySQL - selecting data where count is more than 1,1,1474916180,4,http://stackoverflow.com/questions/39710322/mysql-selecting-data-where-count-is-more-than-1,52,2650838,116,registered,Adders
39735575,mysql,False,php|mysql|subquery,Ask about Query mysql?,1,1475016950,-5,http://stackoverflow.com/questions/39735575/ask-about-query-mysql,24,6890565,1,registered,Mohammad Rivai Sali
17183434,mysql,True,mysql|django|mysql-python,Hook available for automatic retry after deadlock in django and mysql setup,1,1371619432,2,http://stackoverflow.com/questions/17183434/hook-available-for-automatic-retry-after-deadlock-in-django-and-mysql-setup,636,1026861,81,registered,rajalokan
39734411,mysql,False,c#|mysql|azure|asp.net-web-api,Azure mysql virtual machine stops working after a while,1,1475010900,0,http://stackoverflow.com/questions/39734411/azure-mysql-virtual-machine-stops-working-after-a-while,19,4107264,15,registered,beowulf
39735256,mysql,False,php|mysql|linux,PHP login not working on linux but working on windows,0,1475015085,-1,http://stackoverflow.com/questions/39735256/php-login-not-working-on-linux-but-working-on-windows,18,4712043,48,registered,Scott Paterson
39690644,mysql,True,mysql|sql|mariadb|mysql-slow-query-log,MariaDB Performance,2,1474829965,1,http://stackoverflow.com/questions/39690644/mariadb-performance,37,4255780,62,registered,Oscar Jofre
39611471,mysql,True,mysql|realm,Can realm be used like MySQL,1,1474447095,0,http://stackoverflow.com/questions/39611471/can-realm-be-used-like-mysql,49,5476495,172,registered,techedryan
39690491,mysql,False,php|mysql|nginx|mariadb|ioncube,How can i fix this error? I am using mariadb10,1,1474828967,-5,http://stackoverflow.com/questions/39690491/how-can-i-fix-this-error-i-am-using-mariadb10,30,6074225,1,registered,pluton
39735380,mysql,False,php|mysql|sql|arrays|foreach,PHP Why foreach loop skip same value from array?,0,1475015735,0,http://stackoverflow.com/questions/39735380/php-why-foreach-loop-skip-same-value-from-array,42,3672604,1,registered,user3672604
39730933,mysql,False,mysql|python-3.5,MySQL query with variable number of multiple AND and OR,0,1474997410,0,http://stackoverflow.com/questions/39730933/mysql-query-with-variable-number-of-multiple-and-and-or,23,6018688,308,registered,fabianegli
7775512,mysql,True,php|mysql|post|if-statement|isset,Using if(isset($_POST[&#39;submit&#39;])) to not display echo when script is open is not working,5,1318648041,7,http://stackoverflow.com/questions/7775512/using-ifisset-postsubmit-to-not-display-echo-when-script-is-open-is-not,77658,1096892,963,registered,BruceyBandit
39735218,mysql,False,mysql,Issues when export/import dumb MySQL file Database,0,1475014848,-2,http://stackoverflow.com/questions/39735218/issues-when-export-import-dumb-mysql-file-database,10,547706,324,registered,Osama khodrog
39732565,mysql,False,php|mysql|arrays|json|google-app-engine,Speeding up a very slow PHP script generating a large JSON array,1,1475003531,0,http://stackoverflow.com/questions/39732565/speeding-up-a-very-slow-php-script-generating-a-large-json-array,44,2326366,43,registered,Aloogy
39670355,mysql,True,php|mysql,Difficult PHP/MySQL code,3,1474669283,-4,http://stackoverflow.com/questions/39670355/difficult-php-mysql-code,66,6872712,1,registered,Mike199022
27271223,mysql,False,mysql,Creating Query in MySQL returns crazy figures,2,1417607911,0,http://stackoverflow.com/questions/27271223/creating-query-in-mysql-returns-crazy-figures,29,4309786,124,registered,ababusa
39734996,mysql,False,mysql|sql|database|excel,is this excel to mysql conversion possible,1,1475013548,0,http://stackoverflow.com/questions/39734996/is-this-excel-to-mysql-conversion-possible,20,6872696,11,registered,Kyzend
39734804,mysql,False,php|mysql|mysqli|php-7,MySQL to Mysqli - Database Class - PHP,1,1475012690,-1,http://stackoverflow.com/questions/39734804/mysql-to-mysqli-database-class-php,22,6890392,1,registered,Charles
39735027,mysql,False,php|html|mysql,how to Let users post in a textarea with a separate title and store it?,0,1475013720,-1,http://stackoverflow.com/questions/39735027/how-to-let-users-post-in-a-textarea-with-a-separate-title-and-store-it,14,6568566,15,registered,OneBeginer
39732983,mysql,True,mysql|sql,Join two tables in one table using SQL,2,1475005097,0,http://stackoverflow.com/questions/39732983/join-two-tables-in-one-table-using-sql,34,5239619,162,registered,aBennouna
11702051,mysql,True,mysql|phpmyadmin|wamp,Access Denied when opening phpMyAdmin,15,1343487209,7,http://stackoverflow.com/questions/11702051/access-denied-when-opening-phpmyadmin,49330,1559755,41,registered,user1559755
11149678,mysql,True,php|javascript|mysql|regex,Validate Canadian Postal Code Regex,7,1340334435,9,http://stackoverflow.com/questions/11149678/validate-canadian-postal-code-regex,10297,1404479,88,registered,Alex Block
